Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
44785-CAL,Female,45,No,Calgary,9,35,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82,5999.85,0,0,2713.62,8713.47,Stayed,,
85274-SAS,Female,65,No,Saskatoon,5,10,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.7,419.4,0,0,542.2,961.6,Stayed,,
92439-HAL,Female,37,Yes,Halifax,9,21,Deal 1,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,49.4,3251.85,0,0,3175.26,6427.11,Stayed,,
22951-MIS,Female,43,Yes,Mississauga,7,12,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.45,2874.15,0,0,1386.52,4260.67,Churned,Price,Extra data charges
36410-VAN,Female,50,No,Vancouver,3,30,,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,66.05,3021.45,0,40,308.32,3369.77,Stayed,,
47611-MON,Male,25,No,Montreal,4,31,,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.25,55.25,0,60,39.19,154.44,Joined,,
74894-MCT,Female,44,Yes,Moncton,13,10,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,7446.9,0,0,2566.8,10013.7,Churned,Competitor,Competitor made better offer
75944-CHA,Male,36,Yes,Charlottetown,3,31,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,90.25,6385.95,0,100,938,7423.95,Stayed,,
41634-VAN,Female,31,No,Vancouver,14,15,,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,20.15,353.65,0,0,74.46,428.11,Stayed,,
57779-THU,Male,30,Yes,Thunder Bay,7,29,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.25,19.25,0,0,12.81,32.06,Churned,Attitude,Attitude of service provider
27563-HAL,Male,55,Yes,Halifax,11,23,,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,24.9,1174.8,0,0,848.7,2023.5,Stayed,,
13796-VAN,Female,24,Yes,Vancouver,14,11,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.15,4507.15,0,0,1253.78,5760.93,Stayed,,
21636-HAL,Male,34,No,Halifax,15,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0,0,2258.82,7699.72,Churned,Dissatisfaction,Service dissatisfaction
65676-KEL,Female,47,Yes,Kelowna,10,22,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.9,19.9,0,0,45.77,65.67,Churned,Competitor,Competitor made better offer
95913-MCT,Female,58,Yes,Moncton,1,16,,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75,438.05,0,0,244.24,682.29,Stayed,,
12690-CAL,Female,54,No,Calgary,10,35,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,1046.1,7.39,120,153,1311.71,Churned,Price,Price too high
34754-TOR,Female,55,Yes,Toronto,1,10,Deal 3,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20.15,682.15,0,0,698.28,1380.43,Stayed,,
74588-HAM,Female,60,No,Hamilton,6,10,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0,0,25.41,2279.61,Churned,Dissatisfaction,Limited range of services
81396-YEL,Male,25,Yes,Yellowknife,7,18,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,916.9,0,0,487.56,1404.46,Churned,Competitor,Competitor had better devices
95594-CAL,Female,64,No,Calgary,4,1,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44,44,0,0,15.66,59.66,Joined,,
31589-SUR,Male,29,Yes,Surrey,4,19,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0,0,294.75,2493.8,Stayed,,
63091-TOR,Female,30,Yes,Toronto,12,26,Deal 3,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2453.3,0,0,1612.05,4065.35,Stayed,,
48835-SAS,Female,34,Yes,Saskatoon,9,5,,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.5,829.3,0,0,523.71,1353.01,Stayed,,
99310-SAS,Male,59,No,Saskatoon,13,1,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.15,1046.2,0,0,164.03,1210.23,Stayed,,
84065-SUR,Male,78,No,Surrey,11,25,,No,,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,44.4,265.8,0,0,0,265.8,Stayed,,
55004-WIN,Male,27,Yes,Winnipeg,6,25,Deal 2,No,,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,1453.1,0,0,0,1453.1,Stayed,,
75873-STJ,Female,50,Yes,St. John's,5,30,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,5843.03,Churned,Competitor,Competitor offered higher download speeds
81609-OTT,Female,39,No,Ottawa,1,30,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.75,4458.15,0,0,1067.55,5525.7,Churned,Competitor,Competitor made better offer
98056-WHI,Female,44,Yes,Whitehorse,15,25,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.25,375.25,0,0,960.6,1335.85,Stayed,,
66563-BRA,Female,82,Yes,Brampton,9,5,,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Mailed Check,25.7,734.6,0,0,715.96,1450.56,Stayed,,
49724-WIN,Male,64,No,Winnipeg,5,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0,0,33.84,103.59,Churned,Competitor,Competitor had better devices
13207-CHA,Female,35,No,Charlottetown,8,4,,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.7,235.05,0,0,27.08,262.13,Stayed,,
61308-BRA,Female,21,Yes,Brampton,15,7,Deal 2,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.75,844.45,0,0,769.02,1613.47,Stayed,,
55043-MIS,Male,43,Yes,Mississauga,8,17,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0,10,9.36,89.26,Joined,,
51921-MIS,Male,37,No,Mississauga,1,10,,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.4,234.85,0,0,83.04,317.89,Stayed,,
24214-KEL,Female,55,Yes,Kelowna,10,11,Deal 2,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.45,775.6,0,0,634.68,1410.28,Stayed,,
26168-MCT,Female,44,No,Moncton,10,5,,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,19.95,257,0,0,212.55,469.55,Stayed,,
24118-TOR,Male,34,Yes,Toronto,12,15,,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.95,1261.45,0,0,1115,2376.45,Stayed,,
39251-VAN,Male,68,No,Vancouver,6,31,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,0,40,43.45,153.3,Churned,Dissatisfaction,Limited range of services
13561-YEL,Male,52,No,Yellowknife,6,7,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0,0,34.37,79.67,Churned,Dissatisfaction,Poor expertise of online support
53665-HAM,Female,64,No,Hamilton,8,20,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.9,6891.45,0,0,2599.08,9490.53,Stayed,,
41961-STJ,Male,62,Yes,St. John's,2,20,Deal 4,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Credit Card,24.8,223.9,0,0,344.7,568.6,Stayed,,
96754-WIN,Female,77,Yes,Winnipeg,10,18,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.2,172.85,0,0,35.46,208.31,Churned,Price,Price too high
43604-CAL,Female,18,No,Calgary,14,7,Deal 5,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,19.65,19.65,0,0,23.41,43.06,Joined,,
52695-MIS,Female,52,No,Mississauga,14,34,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,35.1,0,0,4.92,40.02,Joined,,
81048-WIN,Female,78,No,Windsor,11,2,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,75.3,0,20,35.09,130.39,Churned,Dissatisfaction,Network reliability
39606-CAL,Female,73,Yes,Calgary,8,29,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,1529.2,0,0,620,2149.2,Churned,Other,Don't know
71205-VAN,Female,44,Yes,Vancouver,10,25,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.65,2209.75,0,0,424.17,2633.92,Stayed,,
46200-CHA,Male,53,Yes,Charlottetown,11,13,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.3,1131.5,0,0,1696.5,2828,Stayed,,
58153-RIC,Female,75,No,Richmond,10,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,279.55,0,0,96.93,376.48,Churned,Competitor,Competitor had better devices
42575-KEL,Female,35,No,Kelowna,6,16,Deal 5,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45,554.45,0,0,298.96,853.41,Stayed,,
18670-WHI,Male,53,No,Whitehorse,6,2,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.7,7472.15,0,0,2066.81,9538.96,Stayed,,
65672-HAL,Female,64,Yes,Halifax,1,6,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,754.65,0,50,127.89,932.54,Churned,Dissatisfaction,Service dissatisfaction
38602-KEL,Female,64,No,Kelowna,5,4,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.3,2812.2,0,0,460.04,3272.24,Churned,Competitor,Competitor made better offer
29799-MON,Female,29,No,Montreal,15,23,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.15,216.75,0,0,45.06,261.81,Churned,Attitude,Attitude of support person
39216-YEL,Female,21,No,Yellowknife,3,3,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,84.3,1855.65,0,0,639.54,2495.19,Churned,Competitor,Competitor had better devices
36437-TOR,Female,38,Yes,Toronto,2,21,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-10,7049.75,0,0,827.82,7877.57,Stayed,,
31545-HAM,Male,45,No,Hamilton,3,5,,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,56.95,1889.5,0,0,581.06,2470.56,Stayed,,
23791-HAL,Female,24,Yes,Halifax,6,8,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.15,4245.55,0,0,1736.5,5982.05,Stayed,,
52182-SUR,Female,51,No,Surrey,1,35,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,297.3,0,0,597.6,894.9,Churned,Other,Moved
89933-KEL,Female,23,No,Kelowna,4,9,,No,,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.05,2375.2,47.45,0,0,2327.75,Stayed,,
62386-MIS,Male,44,Yes,Mississauga,4,26,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70,70,0,10,19.15,99.15,Churned,Other,Don't know
82837-MIS,Female,47,No,Mississauga,11,7,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,2095,0,0,790.46,2885.46,Churned,Other,Don't know
81952-TOR,Female,41,No,Toronto,0,36,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,482.8,0,0,0,482.8,Churned,Other,Don't know
56942-HAM,Male,59,Yes,Hamilton,2,13,Deal 5,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.65,482.25,0,0,310.24,792.49,Stayed,,
76184-WHI,Female,56,Yes,Whitehorse,9,18,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,83.15,2033.05,0,0,994.8,3027.85,Stayed,,
87408-BRA,Female,53,Yes,Brampton,1,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,85.45,0,0,22.97,108.42,Churned,Price,Lack of affordable download/upload speed
39045-WIN,Male,34,No,Winnipeg,1,23,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.45,1866.45,0,0,486,2352.45,Stayed,,
72323-RIC,Female,68,Yes,Richmond,8,31,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.35,1058.1,32.71,0,102.76,1128.15,Stayed,,
89303-STJ,Male,51,No,St. John's,6,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.95,143.9,0,0,58.2,202.1,Joined,,
48549-HAM,Male,65,No,Hamilton,6,33,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.5,312.7,0,0,160.56,473.26,Stayed,,
35811-MIS,Female,62,Yes,Mississauga,10,36,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.3,228.75,0,0,501.36,730.11,Stayed,,
26267-STJ,Female,57,Yes,St. John's,4,11,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,515.45,0,0,192.22,707.67,Stayed,,
72796-HAM,Male,73,Yes,Hamilton,11,2,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25,1802.55,28.93,0,2087.28,3860.9,Stayed,,
81623-BRA,Female,27,Yes,Brampton,10,35,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.15,765.15,0,0,380.3,1145.45,Stayed,,
45522-BRA,Male,75,No,Brampton,14,33,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,94.1,1782.4,0,80,974.6,2837,Churned,Competitor,Competitor had better devices
21258-VAN,Female,39,Yes,Vancouver,7,31,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.35,1302.65,0,0,93.3,1395.95,Stayed,,
52889-MCT,Female,51,No,Moncton,5,20,,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,64.9,3795.45,0,0,1709.26,5504.71,Stayed,,
94988-BRA,Female,34,Yes,Brampton,10,7,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.4,374.5,0,0,455.6,830.1,Churned,Attitude,Attitude of support person
34527-SUR,Male,22,Yes,Surrey,3,12,Deal 2,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,53.1,2459.8,0,0,2058.04,4517.84,Stayed,,
99015-STJ,Female,50,Yes,St. John's,2,12,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.95,68.2,0,0,27.44,95.64,Stayed,,
67253-SAS,Female,57,No,Saskatoon,2,8,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,25.4,949.8,0,0,1146.25,2096.05,Stayed,,
68740-WHI,Female,38,No,Whitehorse,8,16,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.5,178.85,0,0,422.46,601.31,Stayed,,
55194-STJ,Female,52,Yes,St. John's,4,34,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.1,1879.25,15.43,30,494.6,2388.42,Stayed,,
32874-MON,Female,48,Yes,Montreal,9,34,,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20.1,644.5,0,0,893.2,1537.7,Stayed,,
16549-WIN,Female,44,Yes,Winnipeg,7,25,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,1737.45,0,0,1030.05,2767.5,Stayed,,
11410-STJ,Male,80,No,St. John's,1,4,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,101.55,5070.4,0,0,1217.16,6287.56,Stayed,,
19747-MON,Female,47,No,Montreal,15,19,Deal 5,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,64.5,177.4,0,60,118.65,356.05,Joined,,
14925-MIS,Male,49,Yes,Mississauga,9,33,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,4849.1,0,0,683.38,5532.48,Stayed,,
42150-MCT,Female,25,Yes,Moncton,7,10,Deal 4,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,52.1,670.65,0,0,249.21,919.86,Stayed,,
46832-MCT,Male,28,No,Moncton,1,19,,No,,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,40.35,1187.05,0,0,0,1187.05,Stayed,,
48074-CHA,Female,25,Yes,Charlottetown,11,36,,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,4916.4,0,0,1813.66,6730.06,Stayed,,
19122-VAN,Male,57,No,Vancouver,13,23,Deal 2,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.85,1039.45,14.67,0,601.55,1626.33,Stayed,,
33257-CAL,Female,73,Yes,Calgary,10,35,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.5,161.5,0,0,94.94,256.44,Churned,Attitude,Attitude of support person
98982-MIS,Female,74,No,Mississauga,13,2,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.9,6401.25,0,110,2202.6,8713.85,Stayed,,
37636-MON,Male,25,Yes,Montreal,9,3,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.7,130.25,0,0,92.56,222.81,Stayed,,
87661-KEL,Female,79,No,Kelowna,10,11,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0,0,25.92,206.17,Churned,Dissatisfaction,Poor expertise of online support
97810-SAS,Male,31,Yes,Saskatoon,10,32,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,5038.15,0,0,2158.83,7196.98,Stayed,,
47562-MIS,Male,64,No,Mississauga,15,33,Deal 3,No,,Yes,DSL,No,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,36.5,1032,0,30,0,1062,Churned,Dissatisfaction,Product dissatisfaction
59648-KEL,Female,66,No,Kelowna,2,4,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,95.5,1115.15,0,0,417.72,1532.87,Churned,Competitor,Competitor made better offer
15121-MIS,Male,52,No,Mississauga,3,3,Deal 5,No,,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.25,96.05,0,0,0,96.05,Churned,Competitor,Competitor made better offer
92997-MIS,Male,57,Yes,Mississauga,0,1,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15,2640.55,0,0,1303.55,3944.1,Stayed,,
75914-TOR,Female,40,Yes,Toronto,7,34,Deal 4,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46,492.1,0,0,135.1,627.2,Stayed,,
58784-KEL,Female,58,Yes,Kelowna,0,6,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.2,3339.05,0,0,542.43,3881.48,Stayed,,
78997-MON,Female,64,No,Montreal,11,22,,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,49.85,865.75,0,0,740.34,1606.09,Stayed,,
53253-SAS,Female,44,No,Saskatoon,1,36,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.1,2723.75,0,130,853.12,3706.87,Stayed,,
47946-TOR,Female,39,Yes,Toronto,4,25,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.75,777.3,0,0,398.5,1175.8,Stayed,,
45501-STJ,Male,64,Yes,St. John's,12,7,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,0,0,1585.64,6303.89,Churned,Attitude,Attitude of support person
97298-VAN,Female,24,No,Vancouver,8,7,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.85,1253.65,0,0,878.54,2132.19,Stayed,,
34084-WIN,Male,51,Yes,Winnipeg,7,2,Deal 2,No,,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,48.15,2032.3,0,0,0,2032.3,Stayed,,
63402-CAL,Female,64,No,Calgary,12,28,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,98.35,6929.4,0,0,3211.92,10141.32,Stayed,,
79465-HAM,Female,23,Yes,Hamilton,12,5,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2259.35,0,0,433.68,2693.03,Stayed,,
14579-VAN,Male,25,No,Vancouver,2,28,Deal 2,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.1,1725,0,0,1327.95,3052.95,Stayed,,
91571-CHA,Female,56,No,Charlottetown,1,14,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,106.1,7657.4,0,0,461.52,8118.92,Stayed,,
76432-SAS,Female,60,No,Saskatoon,12,3,Deal 5,No,,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,0,0,171.48,Churned,Competitor,Competitor offered higher download speeds
35207-CHA,Female,71,No,Charlottetown,4,8,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,75.65,5411.4,25.67,0,1180.9,6566.63,Stayed,,
46241-RIC,Female,75,No,Richmond,15,16,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,5189.75,0,0,1829,7018.75,Stayed,,
24550-REG,Female,31,Yes,Regina,4,16,Deal 5,No,,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,40.4,77.15,0,0,0,77.15,Churned,Other,Don't know
92703-TOR,Male,28,No,Toronto,9,19,Deal 1,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.35,5154.5,0,0,1153.04,6307.54,Stayed,,
75973-VAN,Female,18,No,Vancouver,5,9,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.1,7412.25,0,0,311.69,7723.94,Stayed,,
84241-VAN,Female,26,No,Vancouver,3,27,Deal 1,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,82.45,5646.6,0,90,1010.48,6747.08,Stayed,,
35643-MIS,Male,57,Yes,Mississauga,1,4,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-2,4013.8,25.49,0,1815.46,5803.77,Stayed,,
22705-TOR,Female,36,No,Toronto,4,22,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.35,6563.4,0,0,691.2,7254.6,Stayed,,
